a,d,fl,fw,gh,inl,inw,k,mt,pl,pw,sh,sl,sw,uf,freq,s11,gain,bandwidth
40.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.80101,-17.033830325842,9.76534245354876,0.2324552845096679
30.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.37135,-28.155988448168,9.492405838620675,0.028787071359010097
30.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.3763,-22.185447849034,9.586608314243167,0.02901752850873973
30.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.38125,-19.346539637306,9.62704944134622,0.02905793316229688
30.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.38719,-18.386759576899,9.64931625934461,0.029462817551481224
30.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.94456,-21.282329046902,10.872011114413919,0.09812564653976164
30.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.94753,-21.756833005867,10.821415367141523,0.09725857470986554
30.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.94852,-20.703527181771,10.770757983600586
30.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.95149,-19.756651470206,10.663969104157083
30.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.98911,-18.925057984665,11.030139675020209
30.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.9901,-19.229337807351,11.034274479896846
30.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.99208,-19.286408195945,11.021720202902
30.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.99505,-18.508849889882,10.905136183704
30.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.37531,-15.493653167941,9.65969177875389,0.02784293637015367
30.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,1.0,-13.911742294356,10.520634915302
30.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,1.0,-13.493397699555,10.41326286583
30.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,1.0,-12.716098041489,10.37808902392
30.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.38818,-16.859123172956,9.709951929897377,0.02868508250264229
30.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39313,-20.117468614352,9.741149719678381,0.030885954321366538
30.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.39907,-24.250376943712,9.721084931597948,0.03218438710481164
30.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40501,-33.158950364605,9.708004006218681,0.03324031834363339
30.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.78616,-22.367757582388,10.025420794193717,0.0856245987187394
30.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39412,-29.331349705416,9.775281913208675,0.033999874850389356
30.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.40105,-44.454851120224,9.774410327237714,0.03406019894463397
30.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.78913,-29.923547459871,9.25413968179205,0.08264984842402834
30.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.39016,-28.51611636374,9.786566291469171,0.03342284742422258
30.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.3961,-45.062373064768,9.828462939295497,0.03493897235374932
30.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.40204,-27.727213418224,9.794197112338788,0.03534913741795831
30.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40699,-20.816158222751,9.817797681467908,0.038095221983869665
30.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.39214,-40.385666011651,9.813987695882343,0.035684787972278365
30.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39709,-29.214939057534,9.825521806900166,0.03512306496182249
30.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.40303,-23.006581963416,9.800666317982243,0.035506190668309845
30.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40798,-19.657533749039,9.859170696849528,0.03467835468201225
30.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.7129,-28.412332125033,10.06300625333012,0.08552621608401478
30.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.71191,-28.725898512245,9.976763015658456,0.08408312174862753
30.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.71389,-28.757186776117,9.681423171751698,0.08651393579558597
30.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.71983,-30.233605069857,9.318517218589657,0.09064803647120245
30.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.77131,-31.202801227606,9.76514554899106,0.09212406324847922
30.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.7723,-25.770339363325,9.664046683127767,0.0866586640633783
30.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.77428,-23.52960483582,9.758325159335158,0.0825938821445511
30.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.77626,-23.493121653324,9.81446559462827,0.0823420578793228
30.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.79012,-17.877628867419,9.893287319879345,0.09077093605238462
30.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.7921,-19.488060751312,9.612406148359849,0.08992034958187844
30.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.79507,-20.266621938252,9.34196571906805,0.10011554323526828
30.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.42976,-21.872747320178,10.161677314644185,0.03793230036720341
30.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.95941,-16.973833520137,10.71192435263202
30.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.41986,-18.126752373577,9.773370045042936,0.03487751652675353
30.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.42481,-20.285615269367,10.0017998825319,0.03726531763038815
30.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.43174,-30.290629402672,10.22234359566426,0.038507292186159614
30.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.7327,-29.898660688159,9.22306933056553,0.09372762904118004
30.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.73666,-26.98059134528,9.398312613167816,0.09060944779943214
30.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.74062,-25.687032398718,9.598411291663588,0.08954080764152095
30.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.74458,-27.358875316803,9.74477967315693,0.09202620484534552
30.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.75151,-29.70817650887,9.614923526194982,0.0995791990605519
30.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.75547,-25.674104710919,9.830758991515788,0.0924721098422524
30.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.75745,-25.394004746809,9.9793111206215,0.09154120368479102
30.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.75943,-26.903299093458,10.042595503964199,0.09386055189238895
30.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.77725,-28.532131080265,9.825739847200467,0.10389046357163145
30.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.78022,-34.887692138365,10.040172558780643,0.10059329381050641
30.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.78418,-38.513950720024,10.170064884520446,0.11183703032413117
30.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.78814,-32.834992478402,10.194939636147192,0.23196807106579787
30.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.78715,-20.353472492998,9.781560964346928,0.1011088061826575
30.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.79111,-21.818351540215,9.911451336215013,0.10277357236882301
30.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.79606,-21.493997735992,10.004530226127306,0.2434317952522711
30.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.80002,-19.74249366702,9.919111732311656,0.23491417175377605
20.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.36739,-24.705883189837,9.41314539193759,0.027519419560429248
20.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.37234,-20.36965040996,9.522810415629088,0.0276375223392758
20.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.37729,-18.486418404745,9.588642261633971,0.027938117763331438
20.0,2000.0,75.0,58.0,15.0,80.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.38323,-16.044831914505,9.602116170940404,0.026774285671154807
20.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.94357,-22.128640445803,10.88988238851326,0.0970685662355848
20.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.94654,-22.740949424211,10.88189736098158,0.0954766446833899
20.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.94852,-22.018198323157,10.834041262420644,0.09570943679687272
20.0,2000.0,75.0,58.0,15.0,58.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.95149,-20.927807115068,10.800438438093055
20.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,0.98713,-18.876564774433,10.974401851791091
20.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,0.98911,-19.695653266335,11.002312603943837
20.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,0.99109,-19.858478166158,11.028450049598
20.0,2000.0,75.0,58.0,15.0,39.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,0.99505,-19.474838331796,10.951486619881
20.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,350.0,90.0,400.0,460.0,0.8,1.0,-14.121518697054,10.424257668364
20.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,326.0,90.0,400.0,460.0,0.8,1.0,-14.239968309081,10.486741967054
20.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,303.0,90.0,400.0,460.0,0.8,1.0,-14.011246847752,10.419231457684
20.0,2000.0,75.0,58.0,15.0,20.0,3.625,1.0,15.0,250.0,280.0,90.0,400.0,460.0,0.8,1.0,-13.280464559335,10.368908266654
20.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.38422,-17.577650958976,9.633993913379376,0.028048358069091006
20.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39016,-21.227760501015,9.699327841059324,0.02968400422337797
20.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.39511,-27.023960242744,9.739011482975236,0.031531820247650444
20.0,2000.0,86.0,58.0,15.0,80.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40105,-50.371155709242,9.709004271907526,0.033008667742664866
20.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.3862,-23.378033073222,9.712079986621033,0.031115361971951805
20.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39016,-34.427668445459,9.756645993198786,0.032301388028994904
20.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.3961,-34.714260290982,9.800222841102995,0.033156766115417124
20.0,2000.0,86.0,58.0,15.0,58.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.78616,-32.151477435298,9.375980121519111,0.08053918862836706
20.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.38719,-32.809893639506,9.743107036640417,0.03266227884606304
20.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39115,-35.322938681281,9.779581312193107,0.03356217137901818
20.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.39709,-24.570182022292,9.815120793304368,0.0340473752952819
20.0,2000.0,86.0,58.0,15.0,39.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40303,-20.337179237944,9.79573293102583,0.03342718840878117
20.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,350.0,90.0,400.0,460.0,0.8,0.38818,-40.247742969907,9.782219767625046,0.034573442550165145
20.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,326.0,90.0,400.0,460.0,0.8,0.39313,-26.267077143292,9.810817203639171,0.034013660036155025
20.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,303.0,90.0,400.0,460.0,0.8,0.39808,-21.104177653638,9.816785453779508,0.033937439530278724
20.0,2000.0,86.0,58.0,15.0,20.0,3.625,1.0,15.0,228.0,280.0,90.0,400.0,460.0,0.8,0.40402,-18.080125717639,9.806553994373447,0.03304678008606482
20.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.7129,-26.460652398979,10.0767157626779,0.08449493434790367
20.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.7129,-27.913161206917,10.073460906099463,0.08406891111998471
20.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.7129,-27.08085692384,9.875672969993953,0.08549123243589218
20.0,2000.0,98.0,58.0,15.0,80.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.71587,-26.662905063067,9.510210762152477,0.08662401276465093
20.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.77032,-38.665372220706,9.869168777731378,0.09390327754232741
20.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.76933,-27.111910290234,9.69496696793721,0.08801490867110162
20.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.77131,-23.477812486984,9.64128492288155,0.08278003172482007
20.0,2000.0,98.0,58.0,15.0,58.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.77428,-21.888022902525,9.756684822267411,0.08018127375176265
20.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.94753,-17.544421130405,10.674062594849863
20.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.78913,-19.374221258566,9.785373809048005,0.09019469791679402
20.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.7921,-20.956933202657,9.535584434085564,0.09431466503873265
20.0,2000.0,98.0,58.0,15.0,39.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.42481,-23.362463353877,10.059834841769717,0.03720919111897042
20.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,350.0,90.0,400.0,460.0,0.8,0.95842,-17.213723849674,10.748131935788582
20.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,326.0,90.0,400.0,460.0,0.8,0.41491,-17.83533708554,9.713938962230529,0.034522192000572716
20.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,303.0,90.0,400.0,460.0,0.8,0.41986,-21.376537318927,9.895503261612935,0.03667492744079359
20.0,2000.0,98.0,58.0,15.0,20.0,3.625,1.0,15.0,204.0,280.0,90.0,400.0,460.0,0.8,0.4258,-27.710710830437,10.108546553414069,0.03850774992777356
20.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.73072,-31.447677078295,9.074431583389414,0.09634844089199457
20.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.73468,-27.723707472419,9.244356055578562,0.09211114627732953
20.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.73963,-25.526715452415,9.43852355957137,0.08968334634345065
20.0,2000.0,110.0,58.0,15.0,80.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.7426,-23.971221188937,9.630725140508302,0.08871268531500698
20.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.75052,-34.97310324912,9.450993487221611,0.10266583856858513
20.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.7525,-26.47098792377,9.624341874516023,0.09547314097729365
20.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.75448,-24.464818845527,9.79419934818081,0.09121748384132111
20.0,2000.0,110.0,58.0,15.0,58.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.75646,-24.16311386822,9.941482465654909,0.09048285773865206
20.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.77428,-26.350436675489,9.860038919626508,0.10684076112498186
20.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.77725,-34.41942224131,9.868170265894674,0.10167456473435599
20.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.78022,-49.140253723143,10.049892204948693,0.10607740597402537
20.0,2000.0,110.0,58.0,15.0,39.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.78517,-52.90123177619,10.15639485665441,0.11142611384495038
20.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,350.0,90.0,400.0,460.0,0.8,0.78418,-19.665517798358,9.823703061044663,0.10248688881909052
20.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,326.0,90.0,400.0,460.0,0.8,0.78715,-22.20161708879,9.786457006730437,0.10073896369842561
20.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,303.0,90.0,400.0,460.0,0.8,0.7921,-23.387189591246,9.921435517771874,0.24935580133348167
20.0,2000.0,110.0,58.0,15.0,20.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.79804,-22.433022683751,9.956260591733255,0.2395113766594712
20.0,2000.0,110.0,58.0,15.0,40.0,3.625,1.0,15.0,180.0,280.0,90.0,400.0,460.0,0.8,0.78418,-45.699581942289,10.150517707770398,0.11043296292528249
